id,Name,titleProject_id,class,score,login,password
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,Rkx0jPNL
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,k6GEwhrU
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,HtX191ZG
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,o8PxAHCS
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,TlvO1XbR
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,bWY8sEHw
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,Mnbsl44u
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,J2ob1cw9
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,IrzvGuv6
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,dOXek6XT
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,N36SAmtY
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,mKj6pTY7
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,5m964Mre
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,lXM7fI7G
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,j7VQEhv4
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,5KOmxHBg
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,b5GtnrQT
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,Tz2h8iig
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,sSM2FUDV
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,t9im81RE
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,qFVQ9DWb
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,JKTjpjc8
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,axBrd52k
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,wN8tbqND
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,JV1kO9Eq
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,Q6uKj1PW
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,S2fAQ83C
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,SCc6WiXy
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,4gpAaEYR
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,IhR8utNW
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,pX3YKW8k
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,tA3bGMYV
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,QROx6h77
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,0uW5cfkA
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,SL0EQrRc
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,cxjE6X0j
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,VWqw8l7Y
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,JKr8ieWJ
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,O0WRNltB
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,lnESSo8S
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,kv3ru6OP
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,MT4ibqfS
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,8yQ7KSfB
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,D8hgft0H
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,25CouTRf
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,BjeDK3hV
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,DMgxh62F
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,dP3y7L7n
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,5lMdO8tj
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,Tw7Yc4ti
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,Hf76bnca
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,KkY0vjAN
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,cNdG4VYE
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,BC1pl4KE
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,L9P2rhON
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,BPIIv2ec
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,WMFYO7hb
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,EZJSuKJ7
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,hz1ehMzu
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,I9rXtrxK
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,VDB3F1ko
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,11VXCUOh
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,VIYL7uWK
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,jffX2Vpb
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,AKGVDBl4
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,n9jLwNkO
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,5Eushog0
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,XJgRb7ix
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,gD5vZv76
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,eHJZNc5r
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,HbJn067a
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,Bd4t8dF9
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,5bhhQT2q
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,zC9MPo90
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,QEVm2HIf
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,ocw6KiX8
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,V8G2o0hJ
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,Y7Ezwkos
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,q9wpqLjO
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,VUN6vghh
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,mqxBwEk1
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,77n749vZ
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,lVbU9S2G
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,I7lepZVv
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,bBw9LRtW
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,MBXdR7Rs
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,Nup65y4Y
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,z8ubB5gF
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,fanxvCu3
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,Fjw5VeBm
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,zgG68paH
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,AQ15s7CD
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,WVq6UtQv
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,boxY9cnA
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,18FMPrkC
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,9kJFGdU6
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,1twRquCk
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,5uaG1UKJ
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,5bv2tmbI
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,4ruUyZLM
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,NMEwxMA3
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,NoFEDnM1
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,HkTC6NFS
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,vSlLZNB8
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,5BCYifcL
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,3Hekhmic
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,JFdqPe6x
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,Mx5rx7CP
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,g4YXB29s
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,3CYydeKZ
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,cYigU5qA
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,FV05gWpo
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,A2dHx3os
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,79YxMTEg
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,PVzGb8Se
438,Милина Алена Петровна,359,8г,3,Милина_АП,DaNFXn68
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,QUynhvJ0
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,0xVoVc6v
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,T1uTVfaK
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,SB8CNdye
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,V6X29pBd
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,QpfQXp0P
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,egTsS7Dh
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,un3dFa5J
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,J3746xkd
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,oOnR5ONm
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,IU8Tl0Ys
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,bkHP0mAD
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,U97vejvD
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,u531qUj0
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,adnpUoL4
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,3Ae1niNy
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,TpEf4tbc
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,4w5oPc9k
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,EzbJ1Gvn
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,ug7bSCI7
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,1XEG19Ly
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,0WDQc64f
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,K8yqzZvo
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,s28HlCba
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,L4Fv8nsH
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,rhaa2NsK
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,S7Wln5Q6
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,IZPn6ANR
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,00i72VIF
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,ifIeETz3
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,07tma43P
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,7zDIGx7y
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,J3UMUqVN
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,eah1byZv
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,wzpxVZ27
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,cFmhqhN5
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,h9GQecfh
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,Km5Z35wn
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,NBx2bLHy
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,doS4lZco
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,NHmmXqN7
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,6efqzUP4
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,vGrmNkb0
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,pceN7uiv
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,a7az9DWT
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,T4yZVwhr
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,e8h12FI2
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,NlEdmyw8
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,mDEp4fBR
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,DeF8MkQ3
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,kU90WgTt
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,DF8Ndj46
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,20ZaYYQa
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,4aH54P73
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,j3NyIY91
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,2Gdl65uB
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,aEkDQ9IO
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,qn0yGqHN
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,9sTUilXO
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,wlc8gxPI
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,wc4KkjaY
